lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,14
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,28
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,50
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,72
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,73
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,76
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,196
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,52
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,14
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,8
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,5
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,23
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,44
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,60
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,89
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,108
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,168
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 15 years and under,21943
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 16 to 19 years,4694
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 20 to 21 years,2138
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 22 to 24 years,7564
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 25 to 29 years,15916
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 30 to 34 years,10281
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 35 to 39 years,6073
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 40 to 44 years,4734
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 45 to 49 years,4219
E09000022,Lambeth,Europe: United Kingdom,Female,Aged 50 years and over,19511
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 15 years and under,23000
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 16 to 19 years,4630
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 20 to 21 years,2088
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 22 to 24 years,6646
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 25 to 29 years,15053
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 30 to 34 years,11027
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 35 to 39 years,6748
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 40 to 44 years,5029
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 45 to 49 years,4625
E09000022,Lambeth,Europe: United Kingdom,Male,Aged 50 years and over,19174
E09000022,Lambeth,Europe: Ireland,Female,Aged 15 years and under,30
E09000022,Lambeth,Europe: Ireland,Female,Aged 16 to 19 years,15
E09000022,Lambeth,Europe: Ireland,Female,Aged 20 to 21 years,18
E09000022,Lambeth,Europe: Ireland,Female,Aged 22 to 24 years,101
E09000022,Lambeth,Europe: Ireland,Female,Aged 25 to 29 years,346
E09000022,Lambeth,Europe: Ireland,Female,Aged 30 to 34 years,299
E09000022,Lambeth,Europe: Ireland,Female,Aged 35 to 39 years,192
E09000022,Lambeth,Europe: Ireland,Female,Aged 40 to 44 years,118
E09000022,Lambeth,Europe: Ireland,Female,Aged 45 to 49 years,108
E09000022,Lambeth,Europe: Ireland,Female,Aged 50 years and over,986
E09000022,Lambeth,Europe: Ireland,Male,Aged 15 years and under,18
E09000022,Lambeth,Europe: Ireland,Male,Aged 16 to 19 years,10
E09000022,Lambeth,Europe: Ireland,Male,Aged 20 to 21 years,12
E09000022,Lambeth,Europe: Ireland,Male,Aged 22 to 24 years,54
E09000022,Lambeth,Europe: Ireland,Male,Aged 25 to 29 years,248
E09000022,Lambeth,Europe: Ireland,Male,Aged 30 to 34 years,299
E09000022,Lambeth,Europe: Ireland,Male,Aged 35 to 39 years,230
E09000022,Lambeth,Europe: Ireland,Male,Aged 40 to 44 years,202
E09000022,Lambeth,Europe: Ireland,Male,Aged 45 to 49 years,111
E09000022,Lambeth,Europe: Ireland,Male,Aged 50 years and over,834
E09000022,Lambeth,Europe: Other Europe,Female,Aged 15 years and under,1003
E09000022,Lambeth,Europe: Other Europe,Female,Aged 16 to 19 years,708
E09000022,Lambeth,Europe: Other Europe,Female,Aged 20 to 21 years,572
E09000022,Lambeth,Europe: Other Europe,Female,Aged 22 to 24 years,1428
E09000022,Lambeth,Europe: Other Europe,Female,Aged 25 to 29 years,3459
E09000022,Lambeth,Europe: Other Europe,Female,Aged 30 to 34 years,3382
E09000022,Lambeth,Europe: Other Europe,Female,Aged 35 to 39 years,2749
E09000022,Lambeth,Europe: Other Europe,Female,Aged 40 to 44 years,2360
E09000022,Lambeth,Europe: Other Europe,Female,Aged 45 to 49 years,1976
E09000022,Lambeth,Europe: Other Europe,Female,Aged 50 years and over,4687
E09000022,Lambeth,Europe: Other Europe,Male,Aged 15 years and under,1012
E09000022,Lambeth,Europe: Other Europe,Male,Aged 16 to 19 years,536
E09000022,Lambeth,Europe: Other Europe,Male,Aged 20 to 21 years,382
E09000022,Lambeth,Europe: Other Europe,Male,Aged 22 to 24 years,953
E09000022,Lambeth,Europe: Other Europe,Male,Aged 25 to 29 years,2764
E09000022,Lambeth,Europe: Other Europe,Male,Aged 30 to 34 years,3020
E09000022,Lambeth,Europe: Other Europe,Male,Aged 35 to 39 years,2704
E09000022,Lambeth,Europe: Other Europe,Male,Aged 40 to 44 years,2226
E09000022,Lambeth,Europe: Other Europe,Male,Aged 45 to 49 years,1898
E09000022,Lambeth,Europe: Other Europe,Male,Aged 50 years and over,4098
E09000022,Lambeth,Africa,Female,Aged 15 years and under,201
E09000022,Lambeth,Africa,Female,Aged 16 to 19 years,229
E09000022,Lambeth,Africa,Female,Aged 20 to 21 years,161
E09000022,Lambeth,Africa,Female,Aged 22 to 24 years,396
E09000022,Lambeth,Africa,Female,Aged 25 to 29 years,947
E09000022,Lambeth,Africa,Female,Aged 30 to 34 years,1423
E09000022,Lambeth,Africa,Female,Aged 35 to 39 years,1553
E09000022,Lambeth,Africa,Female,Aged 40 to 44 years,1577
E09000022,Lambeth,Africa,Female,Aged 45 to 49 years,1701
E09000022,Lambeth,Africa,Female,Aged 50 years and over,6596
E09000022,Lambeth,Africa,Male,Aged 15 years and under,218
E09000022,Lambeth,Africa,Male,Aged 16 to 19 years,230
E09000022,Lambeth,Africa,Male,Aged 20 to 21 years,178
E09000022,Lambeth,Africa,Male,Aged 22 to 24 years,332
E09000022,Lambeth,Africa,Male,Aged 25 to 29 years,815
E09000022,Lambeth,Africa,Male,Aged 30 to 34 years,956
E09000022,Lambeth,Africa,Male,Aged 35 to 39 years,1158
E09000022,Lambeth,Africa,Male,Aged 40 to 44 years,1373
E09000022,Lambeth,Africa,Male,Aged 45 to 49 years,1450
E09000022,Lambeth,Africa,Male,Aged 50 years and over,5665
E09000022,Lambeth,Middle East and Asia,Female,Aged 15 years and under,253
E09000022,Lambeth,Middle East and Asia,Female,Aged 16 to 19 years,191
E09000022,Lambeth,Middle East and Asia,Female,Aged 20 to 21 years,329
E09000022,Lambeth,Middle East and Asia,Female,Aged 22 to 24 years,825
E09000022,Lambeth,Middle East and Asia,Female,Aged 25 to 29 years,1142
E09000022,Lambeth,Middle East and Asia,Female,Aged 30 to 34 years,1064
E09000022,Lambeth,Middle East and Asia,Female,Aged 35 to 39 years,777
E09000022,Lambeth,Middle East and Asia,Female,Aged 40 to 44 years,718
E09000022,Lambeth,Middle East and Asia,Female,Aged 45 to 49 years,710
E09000022,Lambeth,Middle East and Asia,Female,Aged 50 years and over,2848
E09000022,Lambeth,Middle East and Asia,Male,Aged 15 years and under,230
E09000022,Lambeth,Middle East and Asia,Male,Aged 16 to 19 years,222
E09000022,Lambeth,Middle East and Asia,Male,Aged 20 to 21 years,241
E09000022,Lambeth,Middle East and Asia,Male,Aged 22 to 24 years,520
E09000022,Lambeth,Middle East and Asia,Male,Aged 25 to 29 years,918
E09000022,Lambeth,Middle East and Asia,Male,Aged 30 to 34 years,861
E09000022,Lambeth,Middle East and Asia,Male,Aged 35 to 39 years,713
E09000022,Lambeth,Middle East and Asia,Male,Aged 40 to 44 years,583
E09000022,Lambeth,Middle East and Asia,Male,Aged 45 to 49 years,572
E09000022,Lambeth,Middle East and Asia,Male,Aged 50 years and over,2332
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 15 years and under,390
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 16 to 19 years,208
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 20 to 21 years,238
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 22 to 24 years,625
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 25 to 29 years,1504
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 30 to 34 years,1620
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 35 to 39 years,1637
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 40 to 44 years,1676
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 45 to 49 years,1386
E09000022,Lambeth,The Americas and the Caribbean,Female,Aged 50 years and over,6855
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 15 years and under,374
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 16 to 19 years,226
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 20 to 21 years,171
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 22 to 24 years,597
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 25 to 29 years,1154
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 30 to 34 years,1323
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 35 to 39 years,1316
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 40 to 44 years,1371
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 45 to 49 years,1290
E09000022,Lambeth,The Americas and the Caribbean,Male,Aged 50 years and over,4780
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,22
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,9
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,14
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,108
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,659
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,494
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,267
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,238
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,166
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,349
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,17
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,8
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,4
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,62
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,412
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,511
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,316
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,240
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,206
E09000022,Lambeth,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,369
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 15 years and under,26239
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 16 to 19 years,4817
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 20 to 21 years,2367
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 22 to 24 years,4380
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 25 to 29 years,9122
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 30 to 34 years,9211
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 35 to 39 years,7053
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 40 to 44 years,5606
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 45 to 49 years,4881
E09000023,Lewisham,Europe: United Kingdom,Female,Aged 50 years and over,24828
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 15 years and under,27188
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 16 to 19 years,4955
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 20 to 21 years,2228
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 22 to 24 years,3872
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 25 to 29 years,8545
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 30 to 34 years,8701
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 35 to 39 years,7028
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 40 to 44 years,5578
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 45 to 49 years,5005
E09000023,Lewisham,Europe: United Kingdom,Male,Aged 50 years and over,21879
E09000023,Lewisham,Europe: Ireland,Female,Aged 15 years and under,40
E09000023,Lewisham,Europe: Ireland,Female,Aged 16 to 19 years,48
E09000023,Lewisham,Europe: Ireland,Female,Aged 20 to 21 years,13
E09000023,Lewisham,Europe: Ireland,Female,Aged 22 to 24 years,16
E09000023,Lewisham,Europe: Ireland,Female,Aged 25 to 29 years,73
E09000023,Lewisham,Europe: Ireland,Female,Aged 30 to 34 years,141
E09000023,Lewisham,Europe: Ireland,Female,Aged 35 to 39 years,146
E09000023,Lewisham,Europe: Ireland,Female,Aged 40 to 44 years,142
E09000023,Lewisham,Europe: Ireland,Female,Aged 45 to 49 years,86
E09000023,Lewisham,Europe: Ireland,Female,Aged 50 years and over,878
E09000023,Lewisham,Europe: Ireland,Male,Aged 15 years and under,29
E09000023,Lewisham,Europe: Ireland,Male,Aged 16 to 19 years,35
E09000023,Lewisham,Europe: Ireland,Male,Aged 20 to 21 years,13
E09000023,Lewisham,Europe: Ireland,Male,Aged 22 to 24 years,17
E09000023,Lewisham,Europe: Ireland,Male,Aged 25 to 29 years,59
E09000023,Lewisham,Europe: Ireland,Male,Aged 30 to 34 years,99
E09000023,Lewisham,Europe: Ireland,Male,Aged 35 to 39 years,194
E09000023,Lewisham,Europe: Ireland,Male,Aged 40 to 44 years,130
E09000023,Lewisham,Europe: Ireland,Male,Aged 45 to 49 years,83
E09000023,Lewisham,Europe: Ireland,Male,Aged 50 years and over,704
E09000023,Lewisham,Europe: Other Europe,Female,Aged 15 years and under,1344
E09000023,Lewisham,Europe: Other Europe,Female,Aged 16 to 19 years,674
E09000023,Lewisham,Europe: Other Europe,Female,Aged 20 to 21 years,502
E09000023,Lewisham,Europe: Other Europe,Female,Aged 22 to 24 years,1003
E09000023,Lewisham,Europe: Other Europe,Female,Aged 25 to 29 years,2607
E09000023,Lewisham,Europe: Other Europe,Female,Aged 30 to 34 years,3251
E09000023,Lewisham,Europe: Other Europe,Female,Aged 35 to 39 years,2933
E09000023,Lewisham,Europe: Other Europe,Female,Aged 40 to 44 years,2236
E09000023,Lewisham,Europe: Other Europe,Female,Aged 45 to 49 years,1613
E09000023,Lewisham,Europe: Other Europe,Female,Aged 50 years and over,3572
E09000023,Lewisham,Europe: Other Europe,Male,Aged 15 years and under,1272
E09000023,Lewisham,Europe: Other Europe,Male,Aged 16 to 19 years,589
E09000023,Lewisham,Europe: Other Europe,Male,Aged 20 to 21 years,337
E09000023,Lewisham,Europe: Other Europe,Male,Aged 22 to 24 years,676
E09000023,Lewisham,Europe: Other Europe,Male,Aged 25 to 29 years,1862
E09000023,Lewisham,Europe: Other Europe,Male,Aged 30 to 34 years,2612
E09000023,Lewisham,Europe: Other Europe,Male,Aged 35 to 39 years,2392
E09000023,Lewisham,Europe: Other Europe,Male,Aged 40 to 44 years,1930
E09000023,Lewisham,Europe: Other Europe,Male,Aged 45 to 49 years,1609
E09000023,Lewisham,Europe: Other Europe,Male,Aged 50 years and over,2897
