lower_tier_local_authorities_code,lower_tier_local_authorities,country_of_birth_8,sex_2,age_10,observation
E09000019,Islington,Africa,Female,Aged 50 years and over,2972
E09000019,Islington,Africa,Male,Aged 15 years and under,118
E09000019,Islington,Africa,Male,Aged 16 to 19 years,179
E09000019,Islington,Africa,Male,Aged 20 to 21 years,111
E09000019,Islington,Africa,Male,Aged 22 to 24 years,203
E09000019,Islington,Africa,Male,Aged 25 to 29 years,489
E09000019,Islington,Africa,Male,Aged 30 to 34 years,631
E09000019,Islington,Africa,Male,Aged 35 to 39 years,588
E09000019,Islington,Africa,Male,Aged 40 to 44 years,654
E09000019,Islington,Africa,Male,Aged 45 to 49 years,667
E09000019,Islington,Africa,Male,Aged 50 years and over,2392
E09000019,Islington,Middle East and Asia,Female,Aged 15 years and under,183
E09000019,Islington,Middle East and Asia,Female,Aged 16 to 19 years,343
E09000019,Islington,Middle East and Asia,Female,Aged 20 to 21 years,376
E09000019,Islington,Middle East and Asia,Female,Aged 22 to 24 years,884
E09000019,Islington,Middle East and Asia,Female,Aged 25 to 29 years,1331
E09000019,Islington,Middle East and Asia,Female,Aged 30 to 34 years,1227
E09000019,Islington,Middle East and Asia,Female,Aged 35 to 39 years,971
E09000019,Islington,Middle East and Asia,Female,Aged 40 to 44 years,743
E09000019,Islington,Middle East and Asia,Female,Aged 45 to 49 years,691
E09000019,Islington,Middle East and Asia,Female,Aged 50 years and over,2152
E09000019,Islington,Middle East and Asia,Male,Aged 15 years and under,182
E09000019,Islington,Middle East and Asia,Male,Aged 16 to 19 years,220
E09000019,Islington,Middle East and Asia,Male,Aged 20 to 21 years,260
E09000019,Islington,Middle East and Asia,Male,Aged 22 to 24 years,597
E09000019,Islington,Middle East and Asia,Male,Aged 25 to 29 years,885
E09000019,Islington,Middle East and Asia,Male,Aged 30 to 34 years,890
E09000019,Islington,Middle East and Asia,Male,Aged 35 to 39 years,715
E09000019,Islington,Middle East and Asia,Male,Aged 40 to 44 years,632
E09000019,Islington,Middle East and Asia,Male,Aged 45 to 49 years,575
E09000019,Islington,Middle East and Asia,Male,Aged 50 years and over,1653
E09000019,Islington,The Americas and the Caribbean,Female,Aged 15 years and under,184
E09000019,Islington,The Americas and the Caribbean,Female,Aged 16 to 19 years,116
E09000019,Islington,The Americas and the Caribbean,Female,Aged 20 to 21 years,121
E09000019,Islington,The Americas and the Caribbean,Female,Aged 22 to 24 years,352
E09000019,Islington,The Americas and the Caribbean,Female,Aged 25 to 29 years,1090
E09000019,Islington,The Americas and the Caribbean,Female,Aged 30 to 34 years,1261
E09000019,Islington,The Americas and the Caribbean,Female,Aged 35 to 39 years,839
E09000019,Islington,The Americas and the Caribbean,Female,Aged 40 to 44 years,648
E09000019,Islington,The Americas and the Caribbean,Female,Aged 45 to 49 years,466
E09000019,Islington,The Americas and the Caribbean,Female,Aged 50 years and over,2338
E09000019,Islington,The Americas and the Caribbean,Male,Aged 15 years and under,168
E09000019,Islington,The Americas and the Caribbean,Male,Aged 16 to 19 years,83
E09000019,Islington,The Americas and the Caribbean,Male,Aged 20 to 21 years,84
E09000019,Islington,The Americas and the Caribbean,Male,Aged 22 to 24 years,192
E09000019,Islington,The Americas and the Caribbean,Male,Aged 25 to 29 years,660
E09000019,Islington,The Americas and the Caribbean,Male,Aged 30 to 34 years,881
E09000019,Islington,The Americas and the Caribbean,Male,Aged 35 to 39 years,771
E09000019,Islington,The Americas and the Caribbean,Male,Aged 40 to 44 years,521
E09000019,Islington,The Americas and the Caribbean,Male,Aged 45 to 49 years,382
E09000019,Islington,The Americas and the Caribbean,Male,Aged 50 years and over,1693
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,25
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,12
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,15
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,65
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,599
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,778
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,278
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,164
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,118
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,335
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,34
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,8
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,9
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,37
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,393
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,697
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,272
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,183
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,137
E09000019,Islington,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,279
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 15 years and under,7827
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 16 to 19 years,1805
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 20 to 21 years,1009
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 22 to 24 years,1962
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 25 to 29 years,3003
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 30 to 34 years,2167
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 35 to 39 years,1619
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 40 to 44 years,1298
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 45 to 49 years,1304
E09000020,Kensington and Chelsea,Europe: United Kingdom,Female,Aged 50 years and over,10511
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 15 years and under,8319
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 16 to 19 years,1905
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 20 to 21 years,1052
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 22 to 24 years,2068
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 25 to 29 years,2819
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 30 to 34 years,2405
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 35 to 39 years,1684
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 40 to 44 years,1420
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 45 to 49 years,1465
E09000020,Kensington and Chelsea,Europe: United Kingdom,Male,Aged 50 years and over,10421
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 15 years and under,14
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 16 to 19 years,10
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 20 to 21 years,14
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 22 to 24 years,28
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 25 to 29 years,40
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 30 to 34 years,52
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 35 to 39 years,46
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 40 to 44 years,39
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 45 to 49 years,60
E09000020,Kensington and Chelsea,Europe: Ireland,Female,Aged 50 years and over,654
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 15 years and under,12
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 16 to 19 years,6
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 20 to 21 years,4
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 22 to 24 years,19
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 25 to 29 years,33
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 30 to 34 years,47
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 35 to 39 years,55
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 40 to 44 years,61
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 45 to 49 years,79
E09000020,Kensington and Chelsea,Europe: Ireland,Male,Aged 50 years and over,469
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 15 years and under,1085
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 16 to 19 years,506
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 20 to 21 years,635
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 22 to 24 years,1174
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 25 to 29 years,2128
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 30 to 34 years,2099
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 35 to 39 years,1852
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 40 to 44 years,1627
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 45 to 49 years,1806
E09000020,Kensington and Chelsea,Europe: Other Europe,Female,Aged 50 years and over,5276
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 15 years and under,1038
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 16 to 19 years,469
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 20 to 21 years,488
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 22 to 24 years,910
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 25 to 29 years,1709
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 30 to 34 years,1562
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 35 to 39 years,1472
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 40 to 44 years,1351
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 45 to 49 years,1459
E09000020,Kensington and Chelsea,Europe: Other Europe,Male,Aged 50 years and over,4126
E09000020,Kensington and Chelsea,Africa,Female,Aged 15 years and under,95
E09000020,Kensington and Chelsea,Africa,Female,Aged 16 to 19 years,55
E09000020,Kensington and Chelsea,Africa,Female,Aged 20 to 21 years,33
E09000020,Kensington and Chelsea,Africa,Female,Aged 22 to 24 years,105
E09000020,Kensington and Chelsea,Africa,Female,Aged 25 to 29 years,339
E09000020,Kensington and Chelsea,Africa,Female,Aged 30 to 34 years,442
E09000020,Kensington and Chelsea,Africa,Female,Aged 35 to 39 years,480
E09000020,Kensington and Chelsea,Africa,Female,Aged 40 to 44 years,494
E09000020,Kensington and Chelsea,Africa,Female,Aged 45 to 49 years,551
E09000020,Kensington and Chelsea,Africa,Female,Aged 50 years and over,2631
E09000020,Kensington and Chelsea,Africa,Male,Aged 15 years and under,75
E09000020,Kensington and Chelsea,Africa,Male,Aged 16 to 19 years,51
E09000020,Kensington and Chelsea,Africa,Male,Aged 20 to 21 years,40
E09000020,Kensington and Chelsea,Africa,Male,Aged 22 to 24 years,91
E09000020,Kensington and Chelsea,Africa,Male,Aged 25 to 29 years,265
E09000020,Kensington and Chelsea,Africa,Male,Aged 30 to 34 years,346
E09000020,Kensington and Chelsea,Africa,Male,Aged 35 to 39 years,301
E09000020,Kensington and Chelsea,Africa,Male,Aged 40 to 44 years,381
E09000020,Kensington and Chelsea,Africa,Male,Aged 45 to 49 years,408
E09000020,Kensington and Chelsea,Africa,Male,Aged 50 years and over,2205
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 15 years and under,406
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 16 to 19 years,197
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 20 to 21 years,362
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 22 to 24 years,681
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 25 to 29 years,878
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 30 to 34 years,926
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 35 to 39 years,984
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 40 to 44 years,917
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 45 to 49 years,1033
E09000020,Kensington and Chelsea,Middle East and Asia,Female,Aged 50 years and over,4532
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 15 years and under,392
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 16 to 19 years,215
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 20 to 21 years,307
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 22 to 24 years,647
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 25 to 29 years,757
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 30 to 34 years,582
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 35 to 39 years,698
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 40 to 44 years,734
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 45 to 49 years,670
E09000020,Kensington and Chelsea,Middle East and Asia,Male,Aged 50 years and over,3050
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 15 years and under,494
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 16 to 19 years,97
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 20 to 21 years,88
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 22 to 24 years,220
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 25 to 29 years,576
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 30 to 34 years,718
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 35 to 39 years,673
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 40 to 44 years,602
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 45 to 49 years,584
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Female,Aged 50 years and over,3211
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 15 years and under,466
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 16 to 19 years,106
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 20 to 21 years,67
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 22 to 24 years,126
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 25 to 29 years,312
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 30 to 34 years,432
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 35 to 39 years,494
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 40 to 44 years,465
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 45 to 49 years,605
E09000020,Kensington and Chelsea,The Americas and the Caribbean,Male,Aged 50 years and over,1989
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,25
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,10
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,11
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 22 to 24 years,30
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 25 to 29 years,136
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 30 to 34 years,169
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 35 to 39 years,120
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 40 to 44 years,131
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 45 to 49 years,96
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Female,Aged 50 years and over,527
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 15 years and under,40
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 16 to 19 years,9
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 20 to 21 years,8
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 22 to 24 years,24
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 25 to 29 years,70
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 30 to 34 years,125
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 35 to 39 years,91
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 40 to 44 years,68
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 45 to 49 years,79
E09000020,Kensington and Chelsea,Antarctica and Oceania (including Australasia) and Other,Male,Aged 50 years and over,348
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 15 years and under,14174
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 16 to 19 years,2912
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 20 to 21 years,1714
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 22 to 24 years,2356
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 25 to 29 years,3423
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 30 to 34 years,3451
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 35 to 39 years,3143
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 40 to 44 years,3220
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 45 to 49 years,3198
E09000021,Kingston upon Thames,Europe: United Kingdom,Female,Aged 50 years and over,18361
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 15 years and under,14581
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 16 to 19 years,2860
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 20 to 21 years,1289
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 22 to 24 years,2194
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 25 to 29 years,3517
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 30 to 34 years,3447
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 35 to 39 years,3224
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 40 to 44 years,3377
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 45 to 49 years,3389
E09000021,Kingston upon Thames,Europe: United Kingdom,Male,Aged 50 years and over,17583
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 15 years and under,15
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 16 to 19 years,20
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 20 to 21 years,16
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 22 to 24 years,28
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 25 to 29 years,29
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 30 to 34 years,45
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 35 to 39 years,53
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 40 to 44 years,63
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 45 to 49 years,56
E09000021,Kingston upon Thames,Europe: Ireland,Female,Aged 50 years and over,609
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 15 years and under,23
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 16 to 19 years,12
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 20 to 21 years,8
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 22 to 24 years,9
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 25 to 29 years,26
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 30 to 34 years,40
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 35 to 39 years,57
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 40 to 44 years,49
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 45 to 49 years,45
E09000021,Kingston upon Thames,Europe: Ireland,Male,Aged 50 years and over,425
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 15 years and under,769
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 16 to 19 years,395
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 20 to 21 years,329
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 22 to 24 years,549
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 25 to 29 years,1041
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 30 to 34 years,1308
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 35 to 39 years,1510
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 40 to 44 years,1447
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 45 to 49 years,1055
E09000021,Kingston upon Thames,Europe: Other Europe,Female,Aged 50 years and over,2402
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 15 years and under,757
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 16 to 19 years,366
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 20 to 21 years,224
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 22 to 24 years,376
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 25 to 29 years,795
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 30 to 34 years,1051
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 35 to 39 years,1159
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 40 to 44 years,1189
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 45 to 49 years,860
E09000021,Kingston upon Thames,Europe: Other Europe,Male,Aged 50 years and over,1669
E09000021,Kingston upon Thames,Africa,Female,Aged 15 years and under,117
E09000021,Kingston upon Thames,Africa,Female,Aged 16 to 19 years,62
E09000021,Kingston upon Thames,Africa,Female,Aged 20 to 21 years,68
E09000021,Kingston upon Thames,Africa,Female,Aged 22 to 24 years,120
E09000021,Kingston upon Thames,Africa,Female,Aged 25 to 29 years,201
E09000021,Kingston upon Thames,Africa,Female,Aged 30 to 34 years,280
E09000021,Kingston upon Thames,Africa,Female,Aged 35 to 39 years,385
E09000021,Kingston upon Thames,Africa,Female,Aged 40 to 44 years,386
E09000021,Kingston upon Thames,Africa,Female,Aged 45 to 49 years,410
E09000021,Kingston upon Thames,Africa,Female,Aged 50 years and over,1484
E09000021,Kingston upon Thames,Africa,Male,Aged 15 years and under,127
E09000021,Kingston upon Thames,Africa,Male,Aged 16 to 19 years,76
E09000021,Kingston upon Thames,Africa,Male,Aged 20 to 21 years,56
E09000021,Kingston upon Thames,Africa,Male,Aged 22 to 24 years,94
E09000021,Kingston upon Thames,Africa,Male,Aged 25 to 29 years,144
E09000021,Kingston upon Thames,Africa,Male,Aged 30 to 34 years,251
E09000021,Kingston upon Thames,Africa,Male,Aged 35 to 39 years,351
E09000021,Kingston upon Thames,Africa,Male,Aged 40 to 44 years,387
E09000021,Kingston upon Thames,Africa,Male,Aged 45 to 49 years,382
E09000021,Kingston upon Thames,Africa,Male,Aged 50 years and over,1395
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 15 years and under,798
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 16 to 19 years,357
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 20 to 21 years,274
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 22 to 24 years,477
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 25 to 29 years,779
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 30 to 34 years,1109
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 35 to 39 years,1390
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 40 to 44 years,1537
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 45 to 49 years,1438
E09000021,Kingston upon Thames,Middle East and Asia,Female,Aged 50 years and over,4659
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 15 years and under,744
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 16 to 19 years,287
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 20 to 21 years,237
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 22 to 24 years,446
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 25 to 29 years,666
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 30 to 34 years,836
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 35 to 39 years,1070
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 40 to 44 years,1200
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 45 to 49 years,1246
E09000021,Kingston upon Thames,Middle East and Asia,Male,Aged 50 years and over,4172
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 15 years and under,194
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 16 to 19 years,73
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 20 to 21 years,62
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 22 to 24 years,99
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 25 to 29 years,201
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 30 to 34 years,214
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 35 to 39 years,301
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 40 to 44 years,288
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 45 to 49 years,267
E09000021,Kingston upon Thames,The Americas and the Caribbean,Female,Aged 50 years and over,754
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 15 years and under,204
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 16 to 19 years,61
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 20 to 21 years,49
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 22 to 24 years,57
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 25 to 29 years,112
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 30 to 34 years,155
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 35 to 39 years,205
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 40 to 44 years,187
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 45 to 49 years,160
E09000021,Kingston upon Thames,The Americas and the Caribbean,Male,Aged 50 years and over,490
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 15 years and under,42
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 16 to 19 years,13
E09000021,Kingston upon Thames,Antarctica and Oceania (including Australasia) and Other,Female,Aged 20 to 21 years,6
